/usr/share/eval/Test/Test_01.png,AstonMartin63
/usr/share/eval/Test/Test_02.png,AstonMartin63
/usr/share/eval/Test/Test_03.png,AstonMartin63
/usr/share/eval/Test/Test_04.png,AstonMartin63
/usr/share/eval/Test/Test_05.png,AstonMartin63
/usr/share/eval/Test/Test_06.png,AstonMartin63
/usr/share/eval/Test/Test_07.png,AstonMartin63
/usr/share/eval/Test/Test_08.png,AstonMartin63
/usr/share/eval/Test/Test_09.png,AstonMartin63
/usr/share/eval/Test/Test_10.png,AstonMartin63
/usr/share/eval/Test/Test_11.png,AstonMartin63
/usr/share/eval/Test/Test_12.png,AstonMartin63
/usr/share/eval/Test/Test_13.png,AstonMartin63
/usr/share/eval/Test/Test_14.png,AstonMartin63
/usr/share/eval/Test/Test_15.png,AstonMartin63
/usr/share/eval/Test/Test_16.png,AstonMartin63
/usr/share/eval/Test/Test_17.png,AstonMartin63
/usr/share/eval/Test/Test_18.png,AstonMartin63
/usr/share/eval/Test/Test_19.png,AstonMartin63
/usr/share/eval/Test/Test_20.png,AstonMartin63
/usr/share/eval/Test/Test_21.png,AstonMartin63
/usr/share/eval/Test/Test_22.png,AstonMartin63
/usr/share/eval/Test/Test_23.png,teslaM3
/usr/share/eval/Test/Test_24.png,teslaM3
/usr/share/eval/Test/Test_25.png,teslaM3
/usr/share/eval/Test/Test_26.png,teslaM3
/usr/share/eval/Test/Test_27.png,teslaM3
/usr/share/eval/Test/Test_28.png,teslaM3
/usr/share/eval/Test/Test_29.png,teslaM3
/usr/share/eval/Test/Test_30.png,teslaM3
/usr/share/eval/Test/Test_31.png,teslaM3
/usr/share/eval/Test/Test_32.png,teslaM3
/usr/share/eval/Test/Test_33.png,teslaM3
/usr/share/eval/Test/Test_34.png,teslaM3
/usr/share/eval/Test/Test_35.png,teslaM3
/usr/share/eval/Test/Test_36.png,Corvette55
/usr/share/eval/Test/Test_37.png,Corvette55
/usr/share/eval/Test/Test_38.png,Corvette55
/usr/share/eval/Test/Test_39.png,Corvette55
/usr/share/eval/Test/Test_40.png,Corvette55
/usr/share/eval/Test/Test_41.png,Corvette55
/usr/share/eval/Test/Test_42.png,Corvette55
/usr/share/eval/Test/Test_43.png,Corvette55
/usr/share/eval/Test/Test_44.png,Corvette55
/usr/share/eval/Test/Test_45.png,Corvette55
/usr/share/eval/Test/Test_46.png,Corvette55
/usr/share/eval/Test/Test_47.png,Corvette55
/usr/share/eval/Test/Test_48.jpg,Corvette55
/usr/share/eval/Test/Test_49.jpg,Corvette55
/usr/share/eval/Test/Test_50.jpeg,teslaM3
/usr/share/eval/Test/Test_51.jpg,AstonMartin63
/usr/share/eval/Test/Test_52.jpg,AstonMartin63
/usr/share/eval/Test/Test_53.jpg,Corvette55
/usr/share/eval/Test/Test_54.jpg,AstonMartin63
/usr/share/eval/Test/Test_55.jpg,teslaM3
/usr/share/eval/Test/Test_56.png,none
/usr/share/eval/Test/Test_57.png,none
/usr/share/eval/Test/Test_58.png,none
/usr/share/eval/Test/Test_59.png,none
/usr/share/eval/Test/Test_60.png,none
